id,primary_name,location,last_status_check_time,total.dois,current.dois
11926,Earthquake Science,Room 216 15 Fuxing Road Beijing 100038,2018-04-04,461,46
1191,American Dental Society of Anesthesiology (ADSA),810 E 10th St. Lawrence 66044 United States,2018-04-04,458,95
4837,Entrepreneurship and Sustainability Center,code 302626511 Ciurlionio 86 a Vilnius 3100 Lithuania,2018-04-04,456,194
4885,Croatian Society for Medical Biochemistry and Laboratory Medicine,Boskoviceva 18 Zagreb HR-10000 Croatia,2018-04-04,455,89
6846,Scientia Agropecuaria,"Av. Juan Pablo II s/n Cuidad Universitaria, Facultad de Ciencias Agropecuarias Trujillo La Libertad 000044 Peru",2018-04-04,453,195
11889,Centro de Investigaciones y Estudios Superiores en Antropologia Social,222 Juarez Mexico City 14000 Mexico,2018-04-04,453,49
7641,Centro de Innovacion y Desarrollo Tecnologico en Computo,"UNAM VAT RFC UNA2907227Y5 Av. Universidad 3000, Col. UNAM Delegacion Coyoacan CP 04510 Mexico",2018-04-04,452,15
175275,Koreanische Gesellschaft fur Germanistik,"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea",2018-04-04,450,87
4384,Scrivener Publishing,100 Cummings Center Suite 541 J Suite 541J Beverly MA 1915 United States,2018-04-04,444,221
14950,Center of Language and Culture Studies,Siwalankerto 121-131 Surabaya 60236 Indonesia,2018-04-04,419,302
2953,Institute of Aeronautics and Space,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,414,103
11858,Universitas Islam Bandung (Unisba),"Gedung Rektorat Universitas Islam Bandung Lt.4, Jl. Tamansari No.20 Bandung Jawa Barat 40183 Indonesia",2018-04-04,412,230
10659,Danylo Halytskyi Lviv National Medical University,c/o Ukrinformnauka 54 Volodimirska Str Kyiv 01030 Ukraine,2018-04-04,411,186
3527,Croatian Chemical Society,Horvatovac 102a Zagreb HR-10090 Croatia,2018-04-04,404,69
1849,American Cancer Society,111 River Street Hoboken NJ 07030 United States,2018-04-04,390,118
9980,Swansea University,Data Science Building Singleton Park Swansea Wales SA2 8PP United Kingdom,2018-04-04,388,388
5403,ScienceOpen,155 Middlesex Turnpike Burlington MA 01803,2018-04-04,376,124
4225,Kozminski University,57/59 Jagiellonska Str. Warsaw 03-301 Poland,2018-04-04,368,131
11875,Even3,186 Bartolomeu de Gusmao Recife Pernambuco 50610190 Brazil,2018-04-04,356,356
11906,"Faculty of Economic Sciences, Vasile Alecsandri University of Bacau",Spiru Haret 8 Bacau 600114 Romania,2018-04-04,352,51
5858,"Compuscript, Ltd.","Bay K, Unit 11a Shannon Industrial Estate West Shannon Clare Ireland",2018-04-04,346,173
10966,European Association of Cardiothoracic Surgery (EACTS Publishing Ltd),EACTS House Madeira Walk Birgit Knapp Windsor Berkshire SL4 1EU United Kingdom,2018-04-04,344,39
12199,Ivan Kozhedub Kharkiv National Air Force University KNAFU,77/79 Sumska Kharkiv 61023 Ukraine,2018-04-04,339,339
9951,Cappelen Damm AS - Cappelen Damm Akademisk,Akersgata 47/49 Oslo 0055 Norway,2018-04-04,338,281
81610,Crimson Publishers,Third Avenue 2nd Floor New York 10016 United States,2018-04-04,337,337
9144,Tyumen State University,"Bld. 1, 46 Myasnitskaya Str. Moscow 101000 Russian Federation",2018-04-04,334,315
12130,Universitas Islam Sultan Agung,Km 4 Jalan Raya Kaligawe Semarang Jawa Tengah 50112 Indonesia,2018-04-04,329,228
11004,Fundatia Romania de Maine,"Str. Ion Ghica, Nr. 13, Sector 3 Bucuresti 030045 Romania",2018-04-04,324,161
8480,University of Adelaide Press,University of Adelaide Adelaide South Australia 5005 Australia,2018-04-04,323,104
12060,Universidade Federal de Grande Dourados,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,322,322
8389,KKG Publications,"H # 733-B, St #58, G-11/2 Islamabad 44000 Pakistan",2018-04-04,317,203
8203,Gaziosmanpasa Universitesi Sosyal Bilimler Arastirmalari Dergisi,Selcuk Universitesi Mimarlik Fakultesi Alaeddin Keykubat Kampusu Selcuklu Pinar apt. B-block no: 11 Konya 42075 Turkey,2018-04-04,317,31
7310,Journal of Experimental Biology and Agricultural Sciences,Kamal Kunj Near Ganga Mata Temple Gada Bass Didwana Rajasthan 341303 India,2018-04-04,314,247
11977,Society for Korean Literature in Classical Chinese,"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea",2018-04-04,313,72
3004,XMLArchive,Kyo-dong 93-157 Chuncheon 200-060 South Korea,2018-04-04,291,76
5218,Lithuanian Research Centre for Agriculture and Forestry,Sauletekio al. 11 Vilnius LT-10223 Lithuania,2018-04-04,288,99
6754,The Korean Society of Dental Hygience Science,"8-17 World Cup Buk-ro 5ga-gil, Mapo-gu Seoul 121-841 South Korea",2018-04-04,288,122
11326,Asociacion Espanola de Contabilidad y Administracion de Empresas (AECA),"FAEDPYME, Dept. of Accounting/Finance (Technical Univ of Cartagena) C/Real, 3 Cartegena 30201 Spain",2018-04-04,287,58
7034,Polskie Naukowo-Techniczne Towarzystwo Eksploatacyjne,03 â 301 Warsaw ul. Jagiellonska 80 Warszawa 03-301 Poland,2018-04-04,271,147
6217,Medicinos Mintis,Sauletekio al. 11 Vilnius LT-10223 Lithuania,2018-04-04,268,61
14721,Balai Pelestarian Nilai Budaya Jawa Barat,136 Jl. Cinambo Ujungberung Bandung Jawa Barat 40294 Indonesia,2018-04-04,267,60
4320,Tomas Bata University in Zlin,nam. T.G. Masaryka 5555 nam. T.G. Masaryka 5555 Zlin 76001 Czech Republic,2018-04-04,266,92
11915,Fundacio Scito,"C/Campoamor, 73 bajo, Valencia 46022 Spain",2018-04-04,265,265
11984,Indonesian National Institute of Aeronautics and Space (LAPAN),"Jl. Kalisari No.8, Pekayon, Pasar Rebo Jakarta Timur DKI Jakarta 17310 Indonesia",2018-04-04,264,136
4650,Brighthall,1507 East Valley Parkway 3-486 3-486 Escondido 92027 United States,2018-04-04,263,45
4819,Instituto de Geociencias - UFRJ,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,263,114
8722,The Open Journal,1819 Falls Road Parkton Maryland 21120 United States,2018-04-04,262,262
6244,Journal of the ASEAN Federation of Endocrine Societies (JAFES),Simon Fraser University 888 University Drive Burnaby BC V5A 156 Canada,2018-04-04,258,68
8819,Institute of Society Transformation,14 Balakliivska Str. Kyiv 03062 Ukraine,2018-04-04,254,254
26292,Korean Association for Conservation of Nature,"#609, Jungang-Deco Plaza, 148 Eulgiro, Jung-gu Seoul 04549 South Korea",2018-04-04,250,11
12242,Asociacion Colombiana de Neumologia y Cirugia de Torax,Cr 68 N 169 A 34 IN 6 Bogota Cundinamarca 571 Colombia,2018-04-04,247,100
5287,Institute of Public Administration and Politics - Icelandic Review of Politics and Administration,"C/o Koninklijke Bibliotheek National Library of the Netherlands, PO Box 90407 National Library of the Netherlands, PO Box 90407 The Hague 2509 LK Netherlands",2018-04-04,238,46
7136,"QUASAR, LLC",Zeleniy Prospekt Moscow 111141 Russian Federation,2018-04-04,237,83
12285,Kuramsal Egitimbilim Dergisi,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,232,99
11409,Coquina Press,Department of Earth Sciences University of Minnesota 310 Pillsbury Dr SE Minneapolis MN 55455 United States,2018-04-04,232,81
3537,"Faculty of Forestry, University of Zagreb","Faculty of Forestry, University of Zagreb Svetosimunska c. 25, P.O. Box 422 PO Box 422 Zagreb HR-10002 Croatia",2018-04-04,228,60
7884,International Indigenous Policy Journal,"1151 Richmond Street, Department of Sociology, Social Sciences Building London Ontario N6A 3K7 Canada",2018-04-04,222,53
9508,Edra SpA,Corso di Porta Romana 108 Milano 20121 Italy,2018-04-04,220,220
9478,Corporacion Universitaria Remington,CL 51 # 51-27 Medellin Antioquia 050010 Colombia,2018-04-04,219,213
5963,National Board for Certified Counselors,3 Terrace Way Greensboro NC 27403 United States,2018-04-04,213,50
11982,Publishing House Baltija Publishing,Valdeku iela 62-156 Riga LV-1058 Latvia,2018-04-04,213,162
7439,Laeknabladid/The Icelandic Medical Journal,Hlidasmara 8 Kopavogur 201 Iceland,2018-04-04,201,127
3569,International Mycological Association (IMA),Uppsalalaan 8 Uppsalalaan 8 Utrecht 3584 CT Netherlands,2018-04-04,199,50
12072,Revista Pontos de Interrogacao,"Rua Vicente Stancato, 300 Campinas SP 13085475 Brazil",2018-04-04,196,68
7890,Secretariat of The Indonesian Biomedical Journal,Jl. Kramat Raya No. 150 Jakarta 10430 Indonesia,2018-04-04,190,36
11429,Oxford Institute for Energy Studies,57 Woodstock Rd. Oxford OX2 6FA United Kingdom,2018-04-04,181,50
5717,Horizon E-Publishing Group,"1G, Horizon Park, Althara Road Vellayambalam Vellayambalam Thiruvananthapuram 695010 India",2018-04-04,176,73
12047,Revista Dialectus,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,176,156
12193,Universitas Islam Lamongan,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,175,146
2533,The Campbell Collaboration,Boks 7004 St. Olavs plass St. Olavs plass Oslo N-0130 Norway,2018-04-04,174,35
12243,Escuela Colombiana de Rehabilitacion,Av. Cra 15 No. 151-68 Bogota Cundinamarca 571 Colombia,2018-04-04,172,172
7578,Fundacao CECIERJ,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,171,74
7372,University of Dubrovnik,Cira Carica 4 Dubrovnik 20000 Croatia,2018-04-04,168,85
11955,"INDTEC, C.A.","Urb. Los Altos de la Cardenera, Calle Los Pedros Casa nro. 617 Barinas Venezuela",2018-04-04,168,168
84387,Universitas Djuanda,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,167,145
8547,The Quantitative Methods for Psychology,"C/o Koninklijke Bibliotheek National Library of the Netherlands, PO Box 90407 National Library of the Netherlands, PO Box 90407 The Hague 2509 LK Netherlands",2018-04-04,166,38
10001,"Goodfellow Publishers, Ltd.",26 Home Close Wovercote Oxford OX2 8PS United Kingdom,2018-04-04,166,106
4202,Kolej Islam Darul Ridzuan,Bukit Chandan Bandar Diraja Bandar Diraja Kuala Kangsar 33000 Malaysia,2018-04-04,161,64
12016,Publicaciones Latinoamericanas SRL,1333 PIedras Ciudad Autonoma de Buenos Aires C1240ABC Argentina,2018-04-04,161,57
6346,"Technical University of Kosice, Faculty of Electrical Engineering and Informatics",Letna 9 Kosice 042 00 Slovakia,2018-04-04,158,63
10493,FSAEIHE Far Eastern Federal University (FEFU),"8, Sukhanova Vladivostok Primorsky Krai 690950 Russian Federation",2018-04-04,154,154
11253,"CSRC Publishing, Center for Sustaninability Research and Consultancy","First Floor, Naseer Building No. 581 Khawaja Fareed Road, Outside Pakgate Multan Punjab 60000 Pakistan",2018-04-04,154,121
15188,Athens Institute for Education and Research ATINER,8 Valaoritou Athens Attica 10671 Greece,2018-04-04,153,153
4301,Fondazione Pro Herbario Mediterraneo,"Univ. degli Studi di Palermo Dpt. di Biologia ambientale e Biodiversita, via Lincoln 2 Universita degli Studi di PalermoDpt di Biologia ambientale e Biodiversita Palermo 90133 Italy",2018-04-04,152,30
4253,Department of Forest Management,Bogor Agricultural University (IPB) Ring Road Campus IPB Darmaga Ring Road Campus IPB Darmaga Bogor West Java 16680 Indonesia,2018-04-04,151,38
11340,Academia Nacional de Estudios Politicos y Estrategios (ANEPE),2760 Avda. Eliodoro Yanez Providencia Santiago 7510361 Chile,2018-04-04,151,151
3682,Croatian Sociological Association,Amruseva 11 Zagreb 10000 Croatia,2018-04-04,147,44
4990,Asociacion Interprofesional Desarrollo Agrario (AIDA),Avda. Montanana 930 Zaragoza 50059 Spain,2018-04-04,147,57
11844,Revista Mexicana de Ciencias Forestales,"Av. Progreso Num. 5, Col. Barrio de Santa Catarina Coyoacan Mexico City CDMX 04010 Mexico",2018-04-04,146,146
110586,ANSF Publications,"4111 Vardhman Towers, JURS Country Jawalpur Haridwar Uttarakhand 249407 India",2018-04-04,146,0
11997,Universidad de Manizales,57 Carrera 9 no. 19 03 Manizales Colombia,2018-04-04,145,44
3722,Blacksmith Institute,2014 Fifth Avenue New York 10035 United States,2018-04-04,143,80
11893,Universidad Catolica Silva Henriquez,Amalia Pino General Jofre 486 Dpto 34 Santiago Chile,2018-04-04,143,117
11863,University of Leicester,"University of Leicester Library, PO Box 248 University Road Leicester LE1 9QD United Kingdom",2018-04-04,143,0
12099,Universitas Muhammadiyah Surabaya,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,139,139
10982,Animal Behavior and Cognition,654 Pioneer Drive Rochester MI 48309 United States,2018-04-04,139,74
10761,ACG Publications,"ACG Yayincilik,Yenikent Mahallesi, FÄ±rat Caddesi, 1/3, Gebze-Kocaeli,TÃ¼rkiye Ilyasbey V.D.: 0050565704 Turkey",2018-04-04,138,138
11847,Russkiy Vrach Publishing House,"6, 3 Frunzenskaya Street Moscow 119991 Russian Federation",2018-04-04,137,137
9949,University of Rhode Island,15 Lippitt Road Kingston RI 02881 United States,2018-04-04,135,124
6966,ANPOCS,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,134,81
4316,ISEKI Food Association,c/o Dept. of Food Sciences and Technology Muthgasse 18 Muthgasse 18 Vienna 1190 Austria,2018-04-04,127,43
6908,Harrington Park Press,Box 331 9 East 8th Street New York NY 10003 United States,2018-04-04,127,92
9887,White Rose University Press,6 Windmill Street London W1T 2JB United Kingdom,2018-04-04,125,32
10102,Sulaimani Polytechnic University,"Qirga, Wrme St. Mardin 327, Alley 76 Sulaimani Kurdistan Region 394 Iraq",2018-04-04,125,115
9376,University of South Australia Library,"Building C3-29, Mawson Lakes Blvd. Mawson Lakes SA 5095 Australia",2018-04-04,125,44
9324,Eotvos Lorand University (ELTE),Egyetem ter 1-3 Budapest 1053` Hungary,2018-04-04,124,66
12255,Adnan Menderes Universitesi Sosyal Bilimler Enstitusu Dergisi,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,121,70
5657,Nurses and Midwives Association of Slovenia,Ob Zeleznici 30A Ljubljana 1000 Slovenia,2018-04-04,119,52
10287,Universidad de Sucre,Cra 28 # 5-267 Barrio Puerta Roja Sincelejo Sucre Colombia,2018-04-04,119,75
10370,Universidad Autonoma Metropolitana,Prolongacion Canal de Miramontes 3855 Ciudad de Mexico 14387 Mexico,2018-04-04,116,29
12031,Universitas Proklamasi 45 Yogyakarta,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,115,38
9557,Psicologia e Saude em Debate,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,113,105
6186,VTeX,Mokslininku 2a Vilnius LT-08412 Lithuania,2018-04-04,111,55
12336,Balai Arkeologi Yogyakarta,174 Jalan Gedongkuning Yogyakarta Daerah Istimewa Yogyakarta 55171 Indonesia,2018-04-04,111,40
12327,Universitas Mulawarman,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,111,88
4512,Russell Sage Foundation,112 E. 64th St. New York NY 10065 United States,2018-04-04,110,82
12205,"Faculty of Sciences, University of Novi Sad","Dept of Mathematics, Novi Sad Journal of Mathematics, Trg Dositeja Obradovica 4, Novi Sad 21000 Serbia",2018-04-04,110,73
12161,Revista Guara,"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,110,57
2467,Ideas in Ecology and Evolution,Queen's University Dept of Biology Kingston ON K7L 3N6 Canada,2018-04-04,109,8
9914,SPRIDA,"Bld. 1, 46 Myasnitskaya Str. Moscow 101000 Russian Federation",2018-04-04,106,90
11948,Universitas Muhammadiyah Pontianak,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,104,50
12168,JSC VNIIOENG,"Bld. 1, 46 Myasnitskaya Str. Moscow 101000 Russian Federation",2018-04-04,103,103
8907,Stichting SciPost,University of Amsterdam Science Park 904 Amsterdam 1098 XH Netherlands,2018-04-04,103,103
11978,Torch Trinity Center for Islamic Studies,"Dongsin Tower, 4th Floor 5, Mullae-dong 6-ga, Mullae-dong 6-ga Mullae-dong 6-ga Seoul 150-096 South Korea",2018-04-04,103,18
12158,Cumhuriyet International Journal of Education,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,102,51
11941,Universitas Nusantara PGRI Kediri,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,102,99
8526,Journal of Tourism and Hospitality Management,"University of Rijeka, Faculty of Tourism and Hospitality ManagementPrimorska 42, PO Box 97 Opatija 51410 Croatia",2018-04-04,101,93
12271,Fundatia Echo,9 Soarelui Baia Mare Romania 430094 Romania,2018-04-04,100,100
7820,Asociacion Peruana de Reproduccion Animal,#293 Jose M. Vilchez Street San Juan de Miraflores Lima Lima 29 Peru,2018-04-04,97,44
11908,"Sociedad Quimica de Mexico, A.C.","Barranca del Muerto, 26, Del. Benito Juarez Col. Credito Constructor Ciudad de Mexico C.P. 03940 Mexico",2018-04-04,94,94
10010,Centro de Investigacion Social Avanzada (CISAV),"Fray Luis de Leon 1000, Centro Sur Queretaro 76090 Mexico",2018-04-04,94,52
9920,Computer Science Laboratory Press,"DBS House, 26, Cunningham Road Bangalore Karnataka 560052 India",2018-04-04,92,92
10209,Institute of Business Research,"C/o Koninklijke Bibliotheek National Library of the Netherlands, PO Box 90407 National Library of the Netherlands, PO Box 90407 The Hague 2509 LK Netherlands",2018-04-04,92,25
12080,Caleidoscopio - Edicao e Artes,"26, R/c Dto., Rua de Estrasburgo Casal de Cambra 26505-756 Portugal",2018-04-04,90,90
10959,State University of Management,"Bld. 1, 46 Myasnitskaya Str. Moscow 101000 Russian Federation",2018-04-04,89,89
12054,Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,88,88
52420,PPPM STIKES Jen. Achmad Yani Yogykarta,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,87,75
10777,Florida International University,11200 SW 8th Street Green Library 811 Miami FL 33199 United States,2018-04-04,83,38
12371,Net Journals,25 Akintola Road Sapele Delta State 331107 Nigeria,2018-04-04,81,81
8461,Tyumen Scientific Center of the SB RAS,"Bld. 1, 46 Myasnitskaya Str. Moscow 101000 Russian Federation",2018-04-04,81,81
9521,Veruscript,"ACG Partners Pall Mall Deposit, 126-128 Barlby Road London W10 6BL United Kingdom",2018-04-04,79,79
440,Royal College of Obstetricians & Gynaecologists (RCOG),111 River Street Hoboken NJ 07030 United States,2018-04-04,78,0
11231,University of Sindh,Institute of Advanced Research Studies in Chemical Sciences Jamshoro 76092 Pakistan,2018-04-04,78,78
12282,MIQOT Jurnal Ilmu ilmu Keislaman,Jl. Willem Iskandar Pasar V Medan Estate Medan Sumatera Utara 20371 Indonesia,2018-04-04,77,53
12043,LPPM STIKES Guna Bangsa Yogyakarta,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,77,34
7287,"Faculty of Mining, Geology and Petroleum Engineering",OIB 99534693762 Pierottijeva 6 Zagreb 10000 Croatia,2018-04-04,76,56
5788,LymphoSign Journal Limited Partnership,33 Christine Cres North York ON M2R 1A4 Canada,2018-04-04,75,32
8742,"The Japan Foundation, Sydney","Level 4, Central Park 28 Broadway Chippendale NSW 2008 Australia",2018-04-04,75,13
11933,Chandannagar Medical Research Association (CMRA),"No. 194, R.V. Road, Basavanagudi Bangalore Karnakata 560004 India",2018-04-04,74,11
6020,Mediterranean BioMedical Journals,"13, rue d l'Inde residence de l'Inde, apt 16 Rabat 10050 Morocco",2018-04-04,74,41
12046,Institut Agama Islam Negeri Sultan Amai Gorontalo,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,74,50
12287,New Zealand Plant Protection Society,"The Treasurer, NZ Plant Protection Society PO Box 21839, Henderson Auckland 0650 New Zealand",2018-04-04,74,74
10918,Turkiye Jeoloji Bulteni,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,74,48
9150,Human Anatomy and Physiology Society,251 S.L. White Blvd. LaGrange GA 30241 United States,2018-04-04,73,63
8598,VFAST,"G76, Shaikh Maltoon Mardan 23200 Pakistan",2018-04-04,72,22
8052,Biotecnologia en el Sector Agropecuario y Agroindustrial,Calle 5 No. 4-70 Popayan Cauca 190003 Colombia,2018-04-04,71,42
12345,International Journal of Environment and Geoinformatics,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,71,35
8435,Drustvo psihologov Slovenije/Slovenian Psychologists' Association,Linhartova 13 Ljubljana 1000 Slovenia,2018-04-04,70,19
12238,Uludag Universitesi Veteriner Fakultesi Dergisi,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,69,29
5964,"Swiss Medical Press, GmbH",Rueteliweg 6 Hochwald 4146 Switzerland,2018-04-04,69,25
12159,"Farname, Inc.",52 Brownstone Cir. Thornhill ON L4J 7P7 Canada,2018-04-04,67,67
7433,Forensicwayout,"Tiwaripur, Fatehpur Post - Hasanpur District Sultanpur Uttar Pradesh 227808 India",2018-04-04,66,43
11871,"Sri Jai Narain P.G. College, Lucknow","Tiwaripur, Fatehpur Post - Hasanpur District Sultanpur Uttar Pradesh 227808 India",2018-04-04,66,66
12005,Puslitbang tekMIRA,Jalan Jenderal Sudirman 623 Bandung 40211 Indonesia,2018-04-04,66,61
1940,"Tethys, Journal of Weather & Climate of the Western Mediterranean",Universitat de les Illes Ballears DPT-Fisica DPT-Fisica Palma de Mallorca 7112 Spain,2018-04-04,66,1
38277,Balai Penelitian dan Pengembangan Irigasi,"Puslitbang SDA, Badan Litbang, Kementerian PUPR Kotak Pos 147, Jln. Cut Meutia Bekasi Jawa Barat 17113 Indonesia",2018-04-04,66,27
12254,"​ Interdisciplinary Journal of Philosophy, Law and Economics","Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,65,54
12095,STIKOM Tunas Bangsa Pematangsiantar,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,64,64
5313,Association for the Advancement of Restorative Medicine,93 Barre Street #1 Montpelier VT 05602 United States,2018-04-04,64,18
11969,Cihannuma Tarih ve Cografya Arastirmalari Dergisi,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,64,32
12267,STMIK Bumigora Mataram,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,63,63
84257,Universitas Indraprasta PGRI,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,63,63
6057,"Institute of Computer Science, Polish Academy of Sciences","C/o Koninklijke Bibliotheek National Library of the Netherlands, PO Box 90407 National Library of the Netherlands, PO Box 90407 The Hague 2509 LK Netherlands",2018-04-04,63,24
8794,E-JournALL,"C/o Koninklijke Bibliotheek National Library of the Netherlands, PO Box 90407 National Library of the Netherlands, PO Box 90407 The Hague 2509 LK Netherlands",2018-04-04,63,32
11846,Kirsehir Egitim Fakultesi Dergisi,Mebusevleri Mah. Onder Cad. 14/6 Ankara Turkey,2018-04-04,63,63
10191,Visuomenine organizacija LOGOS,Sauletekio al. 11 Vilnius LT-10223 Lithuania,2018-04-04,63,63
12393,Kocaeli Universitesi Saglik Bilimleri Dergisi,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,63,47
9598,Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,Boltzmanngasse 3 Vienna 1009 Austria,2018-04-04,62,62
9866,NomadIT,8 Victoria Ave. Manchester M192PB United Kingdom,2018-04-04,60,29
7929,Universidad Politecnica de Guanajuato,Avenida universidad Sur No. 1001 Localidad Juan Alonso UPG050802SQ4 Cortazar Guanajuato 38483 Mexico,2018-04-04,60,27
12105,Universitas Mathla ul Anwar Banten,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,59,59
11041,Digital Games Research Association,1C Riverside Lawns Lincoln Linconshire LN5 8GA United Kingdom,2018-04-04,59,32
12083,Politeknik Negeri Padang,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,58,58
11874,Pen Academic Publishing,COMU Teknopark Saricaeli Kampsu No:276/J2 Saricaeli Koyu/Canakkale 17100 Turkey,2018-04-04,58,58
9592,Policia Nacional de Colombia,Carrera 18 No. 59 55 Apto 702 Bogota DC 11001000 Colombia,2018-04-04,58,57
10112,Fondazione Vasculab,"impresa sociale ONLUS Via Francesco Cilea, 280 Napoli Fiscal Code: 95218510634 80127 Italy",2018-04-04,57,50
7223,Pyatigorsk State Linguistic University,9 Kalinina Street Pyatigorsk 357500 Russian Federation,2018-04-04,57,25
11939,Universitas Hamzanwadi,"Brajan, RT 02, Kelurahan TamantirtoKecamatan Kasihan, Kabupaten Bantul Yogyakarta 55183 Indonesia",2018-04-04,57,34
11872,International Journal of Scientific and Research Publications (IJSRP),"No. 194, R.V. Road, Basavanagudi Bangalore Karnakata 560004 India",2018-04-04,54,54
9414,EEEIC International Publishing,Lososiowice 38 Wolow Dolnoslaskie 56100 Poland,2018-04-04,54,50
8929,Inonu Universitesi Hukuk Fakultesi Dergisi,Tubitak Ulakbim Yok Binasi B5 Blok 2 kat Ankara 06539 Turkey,2018-04-04,53,53
11884,Institute of Agriculture Science and Technology,"#609, Jungang-Deco Plaza, 148 Eulgiro, Jung-gu Seoul 04549 South Korea",2018-04-04,53,25
10126,Institute of Island Studies,"Lyneborggade 21, st Copenhagen 2300 Denmark",2018-04-04,53,49
11916,Institut za Savremenu Istoriju,Trg Nikole Pasica 11 Belgrade 11000 Serbia,2018-04-04,52,42
5138,International Society for Music Education,"Facultad de Ciencias de la Educacion Campus de Cartuja , s/n (Q-1818002F) Campus de Cartuja Q-1818002-F Granada Spain",2018-04-04,51,28
