id,primary_name,location,last_status_check_time,total.dois,current.dois
9609,"R.W. Steen Library, SFASU",905 E. Library Drive West SFA Station 13055 Nacogdoches TX 75962 United States,2018-04-04,658,0
6503,Lithuanian University of Educational Sciences,Sauletekio al. 11 Vilnius LT-10223 Lithuania,2018-04-04,643,287
10298,Ediciones Universidad de Valladolid,"C/ Juan Mambrilla, 14 Q-4718001-C Valladolid 47003 Spain",2018-04-04,620,585
12360,Folium Publishing Company,P.O. Box 42 Moscow Russian Federation 127238 Russian Federation,2018-04-04,619,466
1669,Vietnam Journals Online (JOL),60 St. Aldates Oxford OX1 1ST United Kingdom,2018-04-04,618,0
5628,Texas Heart Institute Journal,1101 Bates St. Suite P-514 (MC 1-194) Houston TX 77030 United States,2018-04-04,609,233
2370,College Publishing,12309 Lynwood Drive Glen Allen 23059 United States,2018-04-04,603,77
12407,Koreanische Gesellschaft fuer Deutsche Sprache Und Literatur,"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea",2018-04-04,593,73
5035,"Technical University of Kosice, Fac. of Metallurgy, Metallurgy, Recycling","Prof. Kristina Zgodavova, Ph.D. Letna 9 Kosice 04200 Slovakia",2018-04-04,592,136
11859,Southern Spaces,Robert W. Woodruff Library Emory University 540 Asbury Circle Atlanta GA 30322 United States,2018-04-04,591,46
2554,"Institute of Hematology, Catholic University",Policlinico Gemelli Largo Gemelli 8 Largo Gemelli 8 Rome 168 Italy,2018-04-04,586,136
4827,Council for British Archaeology,St. Mary's House 66 Bootham York YO30 6BG United Kingdom,2018-04-04,576,79
8786,Instituto Nacional de Salud Publica,Av. Universidad 655Col. Santa Maria Ahuacatitlan Cuernavaca Morelos 62100 Mexico,2018-04-04,575,248
5655,ANO Clinic of NNIITO,Frunze Str. Novosibirsk 630099 Russian Federation,2018-04-04,574,129
10026,Lviv Polytechnic National University,C/O Ukrinformnauka 54 Volodimirska St. Lviv 01030 Ukraine,2018-04-04,574,363
9374,Polskie Towarzystwo Teologiczne Sekcja Wydawnicza,ul. Kanonicza 3 Krakow 31-002 Poland,2018-04-04,557,81
8280,University of Victoria Libraries,PO Box 1800 STN CSC Victoria BC V8W 3H5 Canada,2018-04-04,549,162
2861,Journal of Gambling Issues,33 Russell Street Toronto M5S 2S1 Canada,2018-04-04,544,100
9533,Places Journal,912 Cole Str. #171 San Francisco CA 94117 United States,2018-04-04,541,68
1453,Chelonian Conservation and Biology Journal,Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States,2018-04-04,535,73
9280,"Science Impact, Ltd.",177 Whiteladies Road Briston BS8 2RY United Kingdom,2018-04-04,534,534
6588,University of Westminster Press,6 Windmill Street London W1T 2JB United Kingdom,2018-04-04,526,145
1871,Cancer Intelligence,13 King Square Avenue Bristol BS2 8HU United Kingdom,2018-04-04,510,220
9207,International Journal of College and University,"Jln. Kubu Gunung No. 81, Tegaljaya Dalung Denpasar Bali 80361 Indonesia",2018-04-04,509,446
6981,Wacana Journal of the Humanities of Indonesia,"Faculty of Humanities, University of Indonesia Depok West Java 16424 Indonesia",2018-04-04,507,111
11877,Heighten Science Publications Corporation,2504 Stillwater Ct. Flower Mound TX 75022-8039 United States,2018-04-04,500,500
2598,IBERAMIA: Sociedad Iberoamericana de Inteligencia Artificial,"Camino de Vera s/n Universidad Politecnica de Valencia , Camino de Vera s/n Valencia 46022 Spain",2018-04-04,497,32
11225,Petro Mohyla Black Sea National University,C/o Ukrinformnauka 54 Volodimirska St. Kyiv 01030 Ukraine,2018-04-04,486,426
7948,Cardiff University Press,"Cardiff University Library Service 1st Floor, 30-36 Newport Road Cardiff Wales CF24 ODE United Kingdom",2018-04-04,471,189
11998,Asociacion Universitaria de Educacion y Psicologia,C/ Ctra de Sacramento s/n Almeria 04120 Spain,2018-04-04,465,147
