id,primary_name,location,last_status_check_time,total.dois,current.dois
2902,International Press of Boston,PO Box 43502 Somerville 2143 United States,2018-04-04,14281,792
1936,Uspekhi Fizicheskikh Nauk (UFN) Journal,Shchukinskaya Str.12 Building 1 Building 1 Moscow 123182 Russian Federation,2018-04-04,14265,469
1604,American Educational Research Association (AERA),1430 K Street Suite 1200 Suite 1200 Washington 20036 United States,2018-04-04,14021,504
6139,"MedCrave Group, LLC",820 W. Danforth Road Edmond OK 73003 United States,2018-04-04,14016,9638
2476,Okayama Medical Association,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,13933,41
3819,Kowsar Medical Institute,Patersweg 22 Hoensbroek 6431 GC Netherlands,2018-04-04,13656,5153
2030,"Peter Lang, International Academic Publishers",Wabernstrase 40 Bern CH-3007 Switzerland,2018-04-04,13288,1813
860,Society for Sedimentary Geology,Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States,2018-04-04,13162,281
912,Illuminating Engineering Society of Japan,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,13144,61
2782,Japanese Association of Indian and Buddhist Studies,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,13067,130
3407,ScopeMed International Medical Journal Management and Indexing System,"ScopeMed Bilisim Hizmetleri Recai Ogur Sehit Adem Yavuz Sok. No:7/12 Etlik Ankara Kizilay, Cankaya 06420 Turkey",2018-04-04,13062,4047
5465,Gutersloher Verlaghaus,"Verlagsgruppe Random House GmbH Am Olbach 19, Eingang B Eingang B Gutersloh 33334 Germany",2018-04-04,13015,282
3176,"University Library System, University of Pittsburgh","University of California Office of the President, 415 20th Street, 4th Floor Office of the President 415 20th St. 4th Floor Oakland CA 94612 United States",2018-04-04,12973,1457
3330,Universidad de Chile,Diagonal Paraguy 265 Santiago Chile,2018-04-04,12803,1841
3689,Index Copernicus,Sienna 86/74 st. Warszawa 00-815 Poland,2018-04-04,12783,4147
4169,Franco Angeli,Corso di Porta Romana 108 Milano 20121 Italy,2018-04-04,12737,4499
7570,Medip Academy,"D-405, Surel Apartments, Judges Bungalows Road, Satellite Ahmedabad Gujarat 380015 India",2018-04-04,12631,8134
2975,West-Japanese Society of Orthopedics & Traumatology,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,12617,229
93,Springer Fachmedien Wiesbaden GmbH,Abraham-Lincoln-Str 46 Wiesbaden 65173 Germany,2018-04-04,12558,417
6863,David Publishing Company,"Suite 15 C, 240 Nagle Ave New York NY 10034 United States",2018-04-04,12368,4759
7149,Mineralogical Society,12 Baylis Mews Amyand Park Road Amyand Park Road Twickeham Middlesex TW1 3HG United Kingdom,2018-04-04,12306,353
1309,"Society of Materials Science, Japan",New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,12292,251
4945,Hans Publishers,5005 Paseo Segovia Irvine 92603-3334 United States,2018-04-04,12253,4566
1300,CFA Institute,915 East High St. Charlottesville 22902 United States,2018-04-04,12223,435
4069,Nordic Council of Ministers,Ved Stranden 18 DK-1061 Copenhagen DK-1061 Denmark,2018-04-04,12161,1540
2092,The Japan Institute of Energy,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,12060,117
2180,Institute of Image Information and Television Engineers,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,12051,107
8611,AME Publishing Company,"Unit 11, 14th Floor, Chuangzhan Harbor 82 Jiangnan Avenue Guangzhou Guangdong 510220 China",2018-04-04,12032,11805
330,Japanese Circulation Society,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,11982,610
2924,Universidade Federal de Santa Catarina (UFSC),"Rua Azaleia, 399, EdifÃ­cio 3 Office, 7Âº Andar, Sala 75, Bairro ChÃ¡cara Floresta Botucatu SP 18.603-550 Brazil",2018-04-04,11912,1836
377,Guilford Publications,370 Seventh Avenue Suite 1200 Suite 1200 New York 10001-1020 United States,2018-04-04,11896,792
382,Joule Inc.,1031 Bank Street Attn: Glenda Proctor Ottawa K1S 3W7 Canada,2018-04-04,11884,1618
864,Society of Fiber Science and Technology Japan,New Road Oxford Oxford OX2 1BG United Kingdom,2018-04-04,11880,215
3964,Centre for Evaluation in Education and Science (CEON/CEES),Centar za evaluaciju u obrazovanju i nauci Kneza Milosa 17/6 Belgrade 11000 Serbia,2018-04-04,11851,2629
4964,National Documentation Centre,48 Leoforos Vassileos Constantinou Ave. Athens 11635 Greece,2018-04-04,11771,4430
9467,Universidad Nacional Autonoma de Mexico,"Av. Universidad Nacional Autonoma de Mexico, 3000 Delagacion Coyoacan Cuidad de Mexico 04510 Mexico",2018-04-04,11729,3005
5023,DEStech Publications,439 North Duke Street Lancaster 17602 United States,2018-04-04,11722,11087
