grid_id_consolidated,pub_id
grid.7450.6,49c483f8
grid.419522.9,45002ffc
grid.7450.6,45002ffc
grid.7450.6,45002ffc
grid.419522.9,45002ffc
grid.10388.32,45002ffc
grid.7450.6,ef807e5e
grid.5718.b,efe56da4
grid.7450.6,efe56da4
grid.13339.3b,efe56da4
grid.6363.0,efe56da4
NA,efe56da4
grid.418140.8,dc0fae1f
grid.7450.6,dc0fae1f
grid.5252.0,3b125c9c
grid.7450.6,d8597921
grid.416214.4,32147906
grid.411984.1,32147906
grid.416975.8,32147906
grid.39382.33,32147906
grid.270240.3,32147906
grid.416214.4,32147906
grid.214572.7,32147906
grid.416214.4,32147906
grid.34477.33,32147906
grid.25879.31,32147906
grid.416214.4,32147906
grid.39382.33,32147906
grid.7450.6,32147906
grid.39382.33,32147906
grid.39382.33,32147906
grid.39382.33,32147906
grid.39382.33,32147906
grid.39382.33,32147906
grid.189967.8,32147906
grid.34477.33,32147906
grid.214572.7,32147906
grid.214572.7,32147906
grid.471410.7,32147906
grid.411984.1,a33650c6
grid.418928.e,a33650c6
grid.418140.8,a33650c6
grid.7450.6,a33650c6
grid.470125.5,a33650c6
grid.418140.8,4103edad
grid.4991.5,4103edad
grid.7450.6,186176be
grid.7450.6,186176be
grid.9647.c,186176be
grid.411580.9,186176be
NA,186176be
grid.6936.a,186176be
grid.6363.0,186176be
grid.6363.0,186176be
grid.7450.6,186176be
grid.8379.5,186176be
grid.253606.4,186176be
grid.253606.4,186176be
grid.4444.0,7f23631f
not_in_grid,7f23631f
grid.418140.8,4bfd67e1
grid.47100.32,4bfd67e1
grid.418140.8,3ef1c05b
grid.28665.3f,85ca0f21
grid.260770.4,85ca0f21
grid.260770.4,85ca0f21
grid.5801.c,85ca0f21
grid.5252.0,85ca0f21
grid.5252.0,85ca0f21
grid.7400.3,85ca0f21
grid.6582.9,98b170d6
grid.6190.e,98b170d6
grid.19006.3e,98b170d6
grid.418539.2,98b170d6
grid.411984.1,98b170d6
grid.19006.3e,98b170d6
grid.6190.e,98b170d6
grid.6190.e,98b170d6
grid.12082.39,98b170d6
grid.6190.e,98b170d6
grid.6190.e,98b170d6
grid.7450.6,98b170d6
grid.19006.3e,98b170d6
grid.19006.3e,98b170d6
grid.19006.3e,98b170d6
grid.14003.36,14c286fe
grid.14003.36,14c286fe
grid.418928.e,14c286fe
grid.7497.d,14c286fe
grid.7700.0,14c286fe
grid.418140.8,14c286fe
grid.7450.6,19d6f334
grid.7450.6,19d6f334
grid.7450.6,19d6f334
grid.5252.0,ae1daabc
grid.13992.30,f4c812a0
grid.419522.9,f4c812a0
grid.419522.9,f4c812a0
grid.267500.6,f4c812a0
grid.137628.9,f4c812a0
grid.418140.8,1a78e127
grid.418140.8,1a78e127
grid.7450.6,1a78e127
grid.7450.6,1a78e127
grid.418140.8,1a78e127
NA,1a78e127
grid.4991.5,1a78e127
grid.5590.9,1a78e127
grid.4711.3,5ba5dbf4
NA,5ba5dbf4
grid.11794.3a,5ba5dbf4
grid.7450.6,5ba5dbf4
NA,5ba5dbf4
grid.429003.c,5ba5dbf4
grid.84393.35,5ba5dbf4
grid.411068.a,5ba5dbf4
grid.5338.d,5ba5dbf4
grid.419522.9,d8aa404e
grid.9647.c,d8aa404e
grid.418140.8,5fd1412c
grid.5252.0,5fd1412c
grid.5252.0,5fd1412c
grid.411984.1,681c3a77
grid.424247.3,681c3a77
grid.418140.8,f5abc6c3
grid.411984.1,f5abc6c3
NA,f5abc6c3
grid.7450.6,a3ab8155
grid.7450.6,a3ab8155
not_in_grid,a3ab8155
grid.5522.0,a3ab8155
grid.418140.8,810cdc46
grid.7450.6,810cdc46
grid.419517.f,810cdc46
grid.25073.33,c7f810c0
grid.434715.0,c7f810c0
grid.7450.6,c7f810c0
grid.135519.a,c7f810c0
grid.459406.a,c7f810c0
grid.9026.d,4c14752a
grid.5734.5,4c14752a
grid.5963.9,4c14752a
grid.419522.9,4c14752a
grid.12641.30,4c14752a
grid.7450.6,bdac642b
grid.7450.6,bdac642b
grid.7450.6,bdac642b
grid.418140.8,3e1e9ffb
grid.419502.b,5e2baaad
grid.419502.b,5e2baaad
grid.419502.b,5e2baaad
grid.419494.5,5e2baaad
grid.418140.8,5e2baaad
grid.7644.1,5e2baaad
grid.411261.1,5e2baaad
grid.8761.8,5e2baaad
grid.7450.6,5e2baaad
grid.4714.6,5e2baaad
not_in_grid,d6fa18ea
grid.418140.8,8f3dcdd2
grid.4991.5,8f3dcdd2
grid.4991.5,8f3dcdd2
grid.4991.5,8f3dcdd2
grid.10825.3e,8f3dcdd2
grid.410711.2,8f3dcdd2
grid.410711.2,8f3dcdd2
grid.410711.2,8f3dcdd2
grid.7450.6,d726a248
grid.7450.6,d726a248
grid.7450.6,d726a248
grid.412469.c,d726a248
grid.431919.7,d726a248
grid.10423.34,d726a248
grid.7450.6,a3d89014
grid.6363.0,e1216f62
grid.6363.0,e1216f62
grid.6363.0,e1216f62
grid.8241.f,e1216f62
grid.8241.f,e1216f62
grid.418140.8,e1216f62
grid.7468.d,e1216f62
grid.7450.6,1c02c6c9
grid.254748.8,1c02c6c9
grid.254748.8,1c02c6c9
grid.7450.6,1c02c6c9
grid.46699.34,1c02c6c9
grid.7450.6,1c02c6c9
grid.418336.b,1c02c6c9
grid.452396.f,1c02c6c9
NA,a4ec668d
grid.5963.9,a4ec668d
grid.7450.6,a4ec668d
grid.7450.6,a4ec668d
grid.6738.a,96cad434
grid.418140.8,96cad434
NA,96cad434
grid.7450.6,96cad434
grid.418140.8,96cad434
grid.6738.a,96cad434
grid.7450.6,96cad434
grid.7450.6,8d86e1f6
grid.7450.6,8d86e1f6
grid.8404.8,8d86e1f6
grid.6884.2,8d86e1f6
grid.8404.8,8d86e1f6
grid.7450.6,deafea7f
grid.7450.6,deafea7f
grid.7450.6,deafea7f
grid.7450.6,deafea7f
grid.435957.9,deafea7f
not_in_grid,deafea7f
grid.69566.3a,deafea7f
grid.27476.30,deafea7f
grid.428397.3,deafea7f
grid.35541.36,deafea7f
grid.419494.5,deafea7f
grid.411984.1,deafea7f
grid.7450.6,deafea7f
grid.419522.9,deafea7f
grid.7450.6,dbaaecfa
grid.5398.7,dbaaecfa
grid.5342.0,dbaaecfa
grid.7683.a,dbaaecfa
grid.418140.8,3104033
NA,3104033
grid.7450.6,3104033
grid.5330.5,9708655f
grid.419538.2,9708655f
grid.419522.9,9708655f
grid.7450.6,ff0ddf58
grid.10253.35,ff0ddf58
grid.9647.c,ff0ddf58
not_in_grid,ff0ddf58
grid.411580.9,ff0ddf58
grid.7450.6,9b71d959
NA,9b71d959
grid.7450.6,9b71d959
grid.1957.a,9b71d959
grid.425265.2,9b71d959
grid.7450.6,9b71d959
grid.7450.6,9b71d959
grid.7450.6,9b71d959
grid.7450.6,9b71d959
grid.418140.8,5329e69e
grid.41156.37,5329e69e
grid.89957.3a,5329e69e
grid.7450.6,9f5aae24
grid.7450.6,9f5aae24
grid.7683.a,9f5aae24
grid.418140.8,76f78a60
grid.418832.4,76f78a60
grid.418140.8,febee89d
grid.7497.d,febee89d
grid.411984.1,66996018
NA,66996018
grid.419522.9,66996018
grid.411984.1,66996018
grid.424247.3,66996018
grid.418140.8,66996018
grid.418140.8,66996018
grid.5252.0,66996018
grid.5252.0,66996018
grid.411984.1,66996018
grid.440220.0,66996018
grid.411984.1,66996018
grid.6582.9,66996018
grid.6582.9,66996018
grid.411984.1,aae8b75d
grid.418140.8,aae8b75d
NA,aae8b75d
grid.411984.1,aae8b75d
grid.5333.6,dacfc80f
grid.5333.6,dacfc80f
grid.5333.6,dacfc80f
grid.7450.6,dacfc80f
grid.418140.8,dacfc80f
grid.418140.8,acf93b8e
grid.411984.1,1e931d47
grid.7450.6,40223ab7
grid.411984.1,d6b2b9c2
grid.411984.1,d6b2b9c2
grid.411984.1,d6b2b9c2
NA,d6b2b9c2
grid.7450.6,d6b2b9c2
grid.7450.6,d6b2b9c2
grid.5379.8,e2e5d1ce
grid.7450.6,e2e5d1ce
grid.7445.2,e2e5d1ce
grid.418140.8,d1984e8e
grid.424247.3,d1984e8e
grid.438114.b,d1984e8e
grid.418140.8,d1984e8e
grid.424247.3,d1984e8e
grid.419522.9,977a0e9c
grid.12380.38,977a0e9c
grid.12380.38,977a0e9c
grid.25879.31,977a0e9c
grid.8993.b,977a0e9c
grid.7683.a,8ff7142d
grid.411984.1,8ff7142d
grid.5398.7,8ff7142d
NA,8ff7142d
grid.418140.8,e028857a
grid.7450.6,e028857a
grid.7450.6,e028857a
grid.7450.6,e028857a
grid.418140.8,e028857a
grid.7727.5,2ce19fa2
grid.411941.8,2ce19fa2
grid.7450.6,2ce19fa2
grid.6363.0,2ce19fa2
grid.37828.36,2ce19fa2
grid.9026.d,2ce19fa2
grid.7450.6,59dea990
grid.7450.6,59dea990
grid.7450.6,59dea990
NA,59dea990
not_in_grid,e6f5c23d
grid.418435.f,e6f5c23d
grid.8404.8,71b67bb3
grid.8404.8,71b67bb3
grid.424247.3,71b67bb3
grid.418140.8,71b67bb3
grid.10814.3c,71b67bb3
grid.423606.5,71b67bb3
grid.4444.0,71b67bb3
grid.470125.5,71b67bb3
grid.418140.8,7a938e2
grid.7345.5,7a938e2
NA,7a938e2
grid.15447.33,7a938e2
grid.411984.1,3a8f5b21
grid.7450.6,3a8f5b21
grid.419514.c,3a8f5b21
grid.454401.0,3a8f5b21
NA,3a8f5b21
grid.411984.1,3a8f5b21
grid.418140.8,3a8f5b21
grid.7450.6,3a8f5b21
grid.411984.1,9197bfc8
grid.411984.1,9197bfc8
grid.411984.1,9197bfc8
grid.418140.8,2e11f5ff
NA,2e11f5ff
grid.418140.8,3fbc65e
grid.7450.6,3fbc65e
NA,43f9bdf4
grid.7450.6,43f9bdf4
grid.418140.8,43f9bdf4
grid.7450.6,de98bb6e
grid.411984.1,9ef493bc
grid.5379.8,9ef493bc
grid.411984.1,9ef493bc
grid.4367.6,9ef493bc
grid.4367.6,9ef493bc
grid.418140.8,9ef493bc
grid.4367.6,9ef493bc
grid.410443.6,9ef493bc
grid.411984.1,9d09e6ca
grid.411984.1,9d09e6ca
grid.411984.1,9d09e6ca
grid.13992.30,d420ae52
grid.13992.30,d420ae52
grid.47840.3f,d420ae52
grid.7450.6,d420ae52
grid.7450.6,2c0dc54b
grid.7450.6,2c0dc54b
grid.6363.0,2c0dc54b
grid.7450.6,56132cc
grid.7450.6,56132cc
grid.5963.9,56132cc
grid.418140.8,56132cc
not_in_grid,4f2fabcd
grid.418140.8,4f2fabcd
grid.8385.6,4f2fabcd
grid.5252.0,4f2fabcd
grid.5252.0,4f2fabcd
grid.6612.3,73664bc8
grid.419514.c,73664bc8
grid.7450.6,73664bc8
grid.418140.8,65fb12f1
grid.6734.6,65fb12f1
grid.5252.0,65fb12f1
grid.5252.0,65fb12f1
grid.5252.0,65fb12f1
grid.5252.0,6fc8e916
grid.5252.0,6fc8e916
grid.418140.8,6fc8e916
grid.5477.1,6fc8e916
grid.5477.1,6fc8e916
grid.418140.8,6fc8e916
grid.418140.8,7eff0893
grid.411984.1,c1a39e04
grid.6582.9,c1a39e04
grid.7450.6,c1a39e04
grid.8536.8,c1a39e04
grid.9983.b,c1a39e04
grid.7450.6,c1a39e04
grid.5330.5,c1a39e04
grid.411984.1,c1a39e04
NA,c1a39e04
grid.440220.0,c1a39e04
grid.419522.9,416205a4
grid.5949.1,416205a4
grid.419522.9,416205a4
grid.5335.0,416205a4
grid.418140.8,416205a4
grid.418140.8,416205a4
grid.21107.35,416205a4
NA,9989643c
grid.8515.9,9989643c
grid.8515.9,9989643c
grid.9851.5,9989643c
grid.5333.6,9989643c
grid.8515.9,9989643c
grid.5611.3,9989643c
grid.418140.8,9989643c
not_in_grid,9989643c
grid.7450.6,5c84b8fc
grid.418140.8,5c84b8fc
grid.411984.1,5c84b8fc
grid.5252.0,26023b62
grid.5252.0,26023b62
grid.143640.4,26023b62
grid.7450.6,efeade8c
grid.411984.1,efeade8c
grid.7450.6,efeade8c
NA,efeade8c
grid.7450.6,dfa47605
grid.10854.38,dfa47605
grid.4444.0,dfa47605
grid.5963.9,dfa47605
grid.5963.9,dfa47605
grid.418140.8,dfa47605
grid.7450.6,bbe84a6f
grid.10854.38,bbe84a6f
grid.7645.0,bbe84a6f
grid.5963.9,bbe84a6f
grid.418140.8,bbe84a6f
grid.418928.e,bbe84a6f
grid.5330.5,61cacccd
grid.419522.9,61cacccd
grid.5560.6,61cacccd
NA,61cacccd
grid.418140.8,2d7de95d
grid.7450.6,2d7de95d
grid.7450.6,fbdd7bf3
grid.7450.6,fbdd7bf3
grid.7727.5,fbdd7bf3
grid.240145.6,fbdd7bf3
grid.240145.6,fbdd7bf3
grid.452396.f,fbdd7bf3
grid.418140.8,4246e114
grid.418140.8,4246e114
grid.419522.9,eb47adf4
grid.8379.5,eb47adf4
grid.7683.a,eb47adf4
grid.9026.d,eb47adf4
grid.7450.6,d1e8ad93
grid.7450.6,d1e8ad93
grid.5398.7,d1e8ad93
grid.7450.6,fc8728f5
grid.5802.f,fc8728f5
grid.5802.f,fc8728f5
grid.5802.f,fc8728f5
grid.11749.3a,9bbf4f00
grid.419522.9,9bbf4f00
grid.418140.8,8e64bf22
grid.411984.1,8e64bf22
grid.7692.a,51cdcea7
grid.6582.9,51cdcea7
grid.419522.9,51cdcea7
grid.6612.3,51cdcea7
grid.428999.7,51cdcea7
grid.5252.0,a1883035
grid.5252.0,a1883035
not_in_grid,a1883035
grid.418140.8,a1883035
grid.419491.0,ade53eca
grid.419491.0,ade53eca
grid.6363.0,ade53eca
grid.419522.9,ade53eca
grid.419522.9,c6f0a251
NA,c6f0a251
grid.419522.9,c6f0a251
grid.418215.b,c6f0a251
grid.7450.6,c6f0a251
grid.418215.b,c6f0a251
grid.8391.3,c6f0a251
grid.418140.8,eca82782
grid.7450.6 ,eca82782
grid.7450.6,eca82782
grid.411984.1,f1bf96f5
grid.83440.3b,f1bf96f5
grid.13648.38,f1bf96f5
grid.13648.38,f1bf96f5
grid.7450.6,3fbb5316
grid.7450.6,3fbb5316
grid.6612.3,3fbb5316
grid.419522.9,f032523e
grid.7450.6,2d85297a
grid.7450.6,2d85297a
grid.5398.7,2d85297a
grid.419522.9,f2d15b33
grid.419522.9,f2d15b33
grid.289247.2,f2d15b33
grid.7450.6,f2d15b33
grid.418140.8,874c807b
grid.7450.6,a704a59b
grid.168010.e,32532cf5
grid.168010.e,32532cf5
grid.280747.e,32532cf5
grid.7450.6,32532cf5
NA,32532cf5
grid.410425.6,32532cf5
grid.410425.6,32532cf5
grid.7497.d,7ee16f09
grid.418140.8,7ee16f09
grid.411984.1,10d44e9f
grid.7450.6,10d44e9f
grid.13648.38,10d44e9f
NA,10d44e9f
grid.411941.8,10d44e9f
grid.7839.5,8a919a1b
grid.419522.9,8a919a1b
grid.7450.6,cdec5376
grid.411580.9,cdec5376
grid.10423.34,cdec5376
NA,cdec5376
grid.418457.b,cdec5376
NA,cdec5376
grid.411941.8,cdec5376
grid.5718.b,531c0371
grid.7450.6,531c0371
grid.418140.8,f9d2eef3
grid.424247.3,f9d2eef3
grid.7450.6,f9d2eef3
grid.411984.1,f9d2eef3
NA,f9d2eef3
grid.10814.3c,f9d2eef3
grid.6936.a,f9d2eef3
grid.418441.c,f9d2eef3
grid.9918.9,f9d2eef3
NA,f84afb8e
NA,f84afb8e
NA,f84afb8e
NA,f84afb8e
grid.5252.0,f84afb8e
grid.5252.0,f84afb8e
grid.7450.6,b695593b
grid.7450.6,e22d6e11
grid.7450.6,e22d6e11
grid.7450.6,e3d156b0
grid.7450.6,e3d156b0
grid.411984.1,ebef249d
grid.418140.8,ebef249d
grid.418140.8,ebef249d
grid.411984.1,ebef249d
grid.418140.8,ebef249d
grid.5252.0,bd5befce
grid.5596.f,1509e7d2
grid.410566.0,1509e7d2
grid.11486.3a,1509e7d2
grid.5342.0,1509e7d2
grid.5596.f,1509e7d2
grid.11486.3a,1509e7d2
grid.7942.8,1509e7d2
grid.7177.6,1509e7d2
grid.7177.6,1509e7d2
grid.419522.9,1509e7d2
grid.17091.3e,1509e7d2
grid.7450.6,11428135
grid.7450.6,11428135
grid.5335.0,11428135
grid.17063.33,11428135
grid.7700.0,d43fa8c3
grid.7892.4,d43fa8c3
grid.5570.7,d43fa8c3
grid.7450.6,d43fa8c3
grid.411984.1,79620fc
grid.9811.1,79620fc
grid.7450.6,b2f87ef3
grid.7450.6,b2f87ef3
grid.450272.6,b2f87ef3
grid.5330.5,b2f87ef3
grid.7450.6,b2f87ef3
grid.418140.8,b2f87ef3
grid.7450.6,72d2dcaf
grid.7450.6,eb161ef9
grid.5801.c,eb161ef9
grid.7683.a,eb161ef9
grid.419522.9,eecc2939
grid.418140.8,6bad68c
grid.418140.8,6bad68c
grid.7645.0,6bad68c
grid.7450.6,6bad68c
grid.7450.6,6ab34f9b
grid.7450.6,6ab34f9b
grid.418215.b,6ab34f9b
NA,1dfd720b
NA,1dfd720b
grid.7450.6,f04cff6c
grid.7450.6,f04cff6c
grid.9647.c,f04cff6c
grid.7450.6,f04cff6c
grid.5802.f,f04cff6c
grid.418140.8,6a2d81f1
grid.254298.0,6a2d81f1
grid.254298.0,6a2d81f1
grid.5333.6,bd706f54
NA,bd706f54
grid.8993.b,bd706f54
grid.8591.5,bd706f54
grid.418140.8,bd706f54
not_in_grid,9989f218
grid.7450.6,4a1cad12
grid.7450.6,4a1cad12
grid.7497.d,db6e4115
grid.418140.8,db6e4115
grid.470125.5,a7da644c
grid.424247.3,a7da644c
grid.424247.3,a7da644c
grid.424247.3,a7da644c
grid.240145.6,a7da644c
grid.418140.8,35a644b8
grid.418140.8,35a644b8
grid.418140.8,fa8170b5
grid.424247.3,fa8170b5
grid.411984.1,fa8170b5
grid.411095.8,4ec2b6f1
grid.5252.0,4ec2b6f1
grid.5252.0,4ec2b6f1
grid.418140.8,4ec2b6f1
grid.7450.6,4ec2b6f1
grid.7450.6,27e93ecf
NA,27e93ecf
NA,27e93ecf
grid.423940.8,27e93ecf
grid.433174.6,27e93ecf
grid.7450.6,27e93ecf
grid.470125.5,90e253c5
not_in_grid,90e253c5
grid.411984.1,91797fbc
grid.411984.1,91797fbc
grid.411984.1,91797fbc
grid.7450.6,91797fbc
grid.7450.6,91797fbc
grid.7450.6,91797fbc
grid.7450.6,91797fbc
grid.249880.f,91797fbc
grid.5252.0,96d122bf
grid.5252.0,96d122bf
grid.418140.8,96d122bf
grid.6190.e,96d122bf
grid.419498.9,96d122bf
grid.419522.9,fe188498
grid.418140.8,fe188498
grid.4444.0,fe188498
grid.412041.2,fe188498
grid.419522.9,fe188498
grid.5805.8,fe188498
NA,fe188498
grid.5805.8,fe188498
not_in_grid,fe188498
grid.418140.8,fe188498
grid.411984.1,fe188498
grid.419522.9,fe188498
grid.7450.6,78426f59
grid.5252.0,112da8a2
grid.7692.a,112da8a2
grid.7489.2,aaf8b43d
grid.7489.2,aaf8b43d
grid.7450.6,aaf8b43d
grid.7489.2,aaf8b43d
grid.5252.0,bfe59a56
grid.5252.0,bfe59a56
grid.418615.f,bfe59a56
grid.7450.6,1dc50d8c
grid.9619.7,1dc50d8c
grid.459807.7,1dc50d8c
grid.470118.b,1dc50d8c
grid.9619.7,1dc50d8c
grid.7450.6,c6e92bba
NA,c6e92bba
grid.7450.6,c6e92bba
grid.67105.35,cad0eeac
grid.9757.c,cad0eeac
grid.7450.6,cad0eeac
grid.7450.6,cad0eeac
grid.27755.32,cad0eeac
grid.414033.1,cad0eeac
grid.38142.3c,cad0eeac
NA,2869d93d
NA,2869d93d
NA,2869d93d
grid.7450.6,2869d93d
grid.7450.6,9db0b558
grid.7450.6,9db0b558
grid.7450.6,52c95e0f
NA,52c95e0f
grid.5963.9,52c95e0f
grid.5963.9,52c95e0f
grid.418140.8,4f1e442a
grid.7450.6,6c4225b0
grid.7450.6,6c4225b0
grid.264756.4,37666d5e
grid.418140.8,37666d5e
grid.434675.7,37666d5e
grid.418140.8,4fc75fb2
grid.418032.c,4fc75fb2
grid.418140.8,4fc75fb2
NA,4fc75fb2
grid.7450.6,4fc75fb2
grid.25697.3f,4fc75fb2
grid.418615.f,4fc75fb2
grid.6738.a,4fc75fb2
grid.5963.9,4fc75fb2
grid.411984.1,c17ab629
grid.418140.8,c17ab629
grid.7497.d,317a2dd
grid.7700.0,317a2dd
grid.14095.39,317a2dd
grid.7700.0,317a2dd
grid.418140.8,317a2dd
grid.411984.1,b720d4c6
grid.7450.6,b720d4c6
grid.419514.c,b720d4c6
grid.7450.6,b720d4c6
grid.8534.a,b720d4c6
grid.411984.1,b720d4c6
grid.38142.3c,b720d4c6
grid.411984.1,9fe0aeb9
grid.7450.6,9fe0aeb9
NA,9fe0aeb9
not_in_grid,ea794771
grid.419522.9,ea794771
grid.470125.5,ea794771
grid.7700.0,a799e641
grid.5802.f,a799e641
grid.419522.9,a799e641
NA,a799e641
grid.214458.e,1ac02b5
grid.7450.6,1ac02b5
grid.214458.e,1ac02b5
grid.266100.3,1ac02b5
grid.5379.8,1ac02b5
grid.418140.8,1ac02b5
grid.418140.8,3f35a252
grid.418140.8,3f35a252
grid.7450.6,dc01b04e
grid.412899.f,c62e3eaa
grid.13402.34,c62e3eaa
grid.41156.37,c62e3eaa
grid.418140.8,c62e3eaa
grid.411984.1,6ab33e5e
grid.7450.6,6ab33e5e
NA,6ab33e5e
grid.411984.1,63ac6735
grid.418140.8,63ac6735
grid.411984.1,ed4a4fd5
grid.5252.0,ed4a4fd5
grid.411327.2,ed4a4fd5
grid.7450.6,b1080c71
grid.7605.4,b1080c71
grid.6363.0,b1080c71
grid.5012.6,b1080c71
grid.7942.8,b1080c71
grid.7450.6,b1080c71
grid.7942.8,b1080c71
NA,b1080c71
grid.13648.38,b1080c71
grid.7450.6,b1080c71
grid.7445.2,b1080c71
grid.419522.9,7ef4201f
grid.411327.2,7ef4201f
NA,7ef4201f
grid.419505.c,7ef4201f
grid.414703.5,7ef4201f
grid.7450.6,4747e6e
grid.9647.c,4747e6e
grid.5110.5,4747e6e
grid.6363.0,4747e6e
not_in_grid,4747e6e
grid.6363.0,4747e6e
grid.7450.6,4747e6e
grid.6936.a,4747e6e
NA,4747e6e
grid.5718.b,4155acb8
grid.7450.6,4155acb8
NA,4155acb8
grid.418140.8,94b402a0
grid.21925.3d,7b503596
grid.21925.3d,7b503596
grid.21925.3d,7b503596
grid.464710.0,7b503596
grid.419522.9,7b503596
grid.7727.5,1c53b5d7
grid.7727.5,1c53b5d7
grid.5252.0,1c53b5d7
grid.5252.0,1c53b5d7
grid.9613.d,59f62637
grid.7450.6,59f62637
grid.411984.1,b7656a4d
grid.413575.1,b7656a4d
grid.411984.1,b7656a4d
grid.8379.5,b7656a4d
grid.15078.3b,b7656a4d
grid.418140.8,b7656a4d
NA,b7656a4d
grid.5252.0,192bd75a
grid.5252.0,192bd75a
grid.4567.0,192bd75a
grid.419498.9,192bd75a
grid.5252.0,192bd75a
grid.10814.3c,4d76602c
grid.418832.4,4d76602c
grid.418140.8,4d76602c
grid.5330.5,3cab9620
grid.5330.5,3cab9620
grid.5330.5,3cab9620
grid.5170.3,3cab9620
grid.418928.e,3cab9620
grid.419522.9,8492e7c9
grid.418140.8,8492e7c9
grid.7450.6,8492e7c9
grid.414601.6,8492e7c9
grid.4991.5,4ec6ecfa
grid.418140.8,4ec6ecfa
grid.7497.d,4ec6ecfa
grid.38142.3c,4ec6ecfa
grid.418907.3,4ec6ecfa
grid.9613.d,4ec6ecfa
grid.9613.d,4ec6ecfa
grid.46699.34,4ec6ecfa
grid.4991.5,4ec6ecfa
grid.4991.5,4ec6ecfa
grid.47100.32,4ec6ecfa
grid.47100.32,4ec6ecfa
grid.413575.1,4ec6ecfa
grid.6738.a,4ec6ecfa
grid.419537.d,4ec6ecfa
grid.418140.8,4ec6ecfa
grid.411984.1,4ec6ecfa
grid.5037.1,4ec6ecfa
grid.412041.2,4ec6ecfa
grid.4444.0,4ec6ecfa
grid.14095.39,4ec6ecfa
grid.5335.0,4ec6ecfa
NA,4ec6ecfa
NA,4ec6ecfa
grid.4830.f,4ec6ecfa
NA,81e2909e
grid.418140.8,81e2909e
grid.419537.d,81e2909e
grid.4991.5,81e2909e
grid.4991.5,81e2909e
grid.10825.3e,81e2909e
grid.7450.6,e682d028
grid.21729.3f,e682d028
grid.7450.6,e682d028
grid.452396.f,e682d028
grid.4488.0,e682d028
grid.418140.8,a40341ec
grid.418140.8,a40341ec
grid.7450.6,18cc899a
grid.7450.6,18cc899a
grid.10423.34,18cc899a
grid.411984.1,17042f31
grid.411984.1,17042f31
grid.419522.9,17042f31
grid.411984.1,17042f31
grid.7450.6,17042f31
grid.7450.6,17042f31
grid.419522.9,17042f31
grid.411984.1,17042f31
grid.411984.1,17042f31
grid.6582.9,fee27b40
grid.5252.0,fee27b40
grid.5252.0,fee27b40
grid.414125.7,fee27b40
grid.26009.3d,fee27b40
grid.418341.b,fee27b40
grid.9851.5,fee27b40
grid.6190.e,fee27b40
grid.32224.35,fee27b40
grid.32224.35,fee27b40
grid.7841.a,fee27b40
grid.7841.a,fee27b40
grid.413503.0,fee27b40
grid.7637.5,fee27b40
not_in_grid,fee27b40
grid.7445.2,fee27b40
grid.6190.e,fee27b40
grid.6190.e,fee27b40
grid.6190.e,fee27b40
grid.418140.8,fee27b40
grid.13648.38,fee27b40
grid.47100.32,7f3fac37
grid.47100.32,7f3fac37
grid.14476.30,7f3fac37
NA,7f3fac37
grid.411030.7,7f3fac37
grid.466123.4,7f3fac37
NA,7f3fac37
grid.15447.33,7f3fac37
NA,7f3fac37
grid.418140.8,7f3fac37
grid.419522.9,8e515ebb
grid.419522.9,8e515ebb
grid.5596.f,8e515ebb
grid.5596.f,8e515ebb
grid.11486.3a,8e515ebb
grid.419722.b,8e515ebb
grid.21729.3f,8e515ebb
grid.19006.3e,8e515ebb
grid.46699.34,8e515ebb
grid.6363.0,8e515ebb
grid.430185.b,8e515ebb
grid.17063.33,8e515ebb
grid.5252.0,8e515ebb
grid.6530.0,8e515ebb
grid.411984.1,875dbba4
grid.5963.9,875dbba4
grid.5963.9,875dbba4
grid.5963.9,875dbba4
grid.418140.8,875dbba4
grid.5252.0,5cbf9083
grid.5252.0,5cbf9083
grid.7450.6,3c7c5ab0
grid.6868.0,bba901f7
grid.418140.8,bba901f7
grid.262671.6,858ec589
grid.5252.0,858ec589
grid.5252.0,858ec589
grid.418140.8,8ef2ca75
grid.418140.8,8ef2ca75
grid.418140.8,d2ab9a61
grid.418140.8,f1f3d47e
NA,f1f3d47e
grid.5252.0,f1f3d47e
grid.5252.0,f1f3d47e
grid.6734.6,83ac7ce2
grid.7450.6,83ac7ce2
grid.12380.38,83ac7ce2
grid.418140.8,83ac7ce2
grid.411984.1,5c2610d0
NA,5c2610d0
grid.7450.6,3bbd3d0
grid.411984.1,3bbd3d0
grid.7450.6,3bbd3d0
grid.8379.5,3bbd3d0
grid.5802.f,3bbd3d0
grid.7450.6,11099c19
grid.7450.6,11099c19
grid.418140.8,f4d87116
grid.7450.6,2ccfedd
grid.7450.6,2ccfedd
grid.418140.8,f275c2a6
grid.5379.8,7032f337
grid.7450.6,7032f337
grid.418140.8,7032f337
grid.214458.e,7032f337
grid.13992.30,7032f337
grid.7450.6,be23b031
grid.7450.6,be23b031
grid.7450.6,be23b031
grid.7450.6,be23b031
grid.418140.8,2464cce4
grid.7450.6,2464cce4
grid.7450.6,83dfb927
grid.7450.6,83dfb927
grid.4714.6,83dfb927
grid.419522.9,9a65a803
grid.419522.9,9a65a803
grid.9018.0,9a65a803
grid.12136.37,9a65a803
grid.12136.37,9a65a803
NA,9a65a803
grid.7450.6,435c61d3
grid.4567.0,cea9e23c
